date      , teamName      , gamesPlayed, wins, losses, ties, goalFor, goalAgainst, l10Wins, l10Ties, l10Losses
2024-03-15, Rangers       ,          66,   43,     19,    0,     217,         179,       6,       0,         3
2024-03-15, Jets          ,          66,   42,     19,    0,     204,         157,       6,       0,         4
2024-03-15, Avalanche     ,          67,   42,     20,    0,     251,         202,       7,       0,         2
2024-03-15, Stars         ,          68,   40,     19,    0,     247,         209,       6,       0,         3
2024-03-15, Hurricanes    ,          66,   40,     20,    0,     220,         178,       6,       0,         3
2024-03-15, Maple Leafs   ,          65,   38,     19,    0,     237,         203,       7,       0,         3
2024-03-15, Oilers        ,          64,   40,     21,    0,     229,         182,       7,       0,         2
2024-03-15, Predators     ,          67,   38,     25,    0,     215,         203,       8,       0,         0
2024-03-15, Kings         ,          66,   34,     21,    0,     203,         174,       5,       0,         4
2024-03-15, Golden Knights,          66,   35,     24,    0,     213,         199,       3,       0,         6
2024-03-15, Lightning     ,          66,   35,     25,    0,     230,         222,       5,       0,         4
2024-03-15, Flyers        ,          67,   34,     25,    0,     197,         202,       4,       0,         5
2024-03-15, Wild          ,          67,   33,     27,    0,     210,         216,       6,       0,         3
2024-03-15, Islanders     ,          65,   29,     22,    0,     197,         213,       6,       0,         4
2024-03-15, Red Wings     ,          66,   33,     27,    0,     225,         222,       3,       0,         7
2024-03-15, Capitals      ,          65,   31,     25,    0,     174,         205,       5,       0,         4
2024-03-15, Blues         ,          66,   34,     29,    0,     187,         201,       4,       0,         5
2024-03-15, Flames        ,          66,   32,     29,    0,     206,         213,       6,       0,         4
2024-03-15, Sabres        ,          67,   32,     30,    0,     200,         198,       6,       0,         3
2024-03-15, Kraken        ,          65,   28,     25,    0,     179,         186,       5,       0,         4
2024-03-15, Devils        ,          66,   32,     30,    0,     218,         229,       4,       0,         6
2024-03-15, Penguins      ,          65,   29,     27,    0,     187,         189,       3,       0,         6
2024-03-15, Canadiens     ,          66,   25,     30,    0,     184,         231,       3,       0,         4
2024-03-15, Coyotes       ,          67,   27,     35,    0,     197,         223,       4,       0,         6
2024-03-15, Senators      ,          64,   27,     33,    0,     205,         223,       3,       0,         6
2024-03-15, Blue Jackets  ,          66,   22,     33,    0,     194,         238,       4,       0,         5
2024-03-15, Ducks         ,          67,   23,     41,    0,     169,         244,       3,       0,         7
2024-03-15, Blackhawks    ,          67,   18,     44,    0,     145,         240,       3,       0,         5
2024-03-15, Sharks        ,          65,   16,     42,    0,     144,         259,       1,       0,         7
